name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
madrid,2020-06-24,32.4,21.9,27.1,30.9,21.9,26.6,10.6,36.4,0.096,100,8.33,rain,0,0,37.1,17.4,8.9,1015.4,48.5,18.4,200.1,17.2,8,,2020-06-24T06:45:41,2020-06-24T21:48:55,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08213099999,08223099999,08222099999,08215099999,08220099999"
madrid,2020-06-25,35,20,27.7,33.8,20,27.1,10.9,36.3,0,0,0,,0,0,38.5,21.8,359.5,1014,23.2,17.6,315.4,27.4,9,,2020-06-25T06:46:00,2020-06-25T21:49:00,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,08219099999,08213099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-06-26,31.9,19.2,25.8,30.2,19.2,25.3,9.3,37.6,0,0,0,,0,0,46.8,25.6,351.8,1013.6,30,17.8,326.5,28.3,10,,2020-06-26T06:46:22,2020-06-26T21:49:03,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-06-27,33.2,16.5,25.1,31.9,16.5,24.5,8.9,37,0,0,0,,0,0,31,14.4,349.6,1015.5,23.8,17.9,312.3,27,9,,2020-06-27T06:46:45,2020-06-27T21:49:03,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-06-28,35.7,18,27,34.3,18,26.3,10.9,38.9,0,0,0,,0,0,28.1,13.8,353.1,1016.8,5.3,17.7,334.5,28.9,9,,2020-06-28T06:47:09,2020-06-28T21:49:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-06-29,36.3,18.7,28.3,34.9,18.7,27.4,9.7,34.7,0,0,0,,0,0,33.8,17.8,353.8,1015.1,4.7,18.9,337.5,29.3,9,,2020-06-29T06:47:36,2020-06-29T21:48:59,0.29,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08213099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-06-30,38.2,22.1,29.8,36.8,22.1,29,11.5,35.3,0,0,0,,0,0,42.5,21.9,355.4,1011.6,9.6,17.4,331.3,28.6,9,,2020-06-30T06:48:03,2020-06-30T21:48:54,0.33,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-01,34.9,20.2,28.3,33.7,20.2,27.5,9.9,33.2,0,0,0,,0,0,41,24.7,260.1,1011.8,16,18,309.9,26.7,9,,2020-07-01T06:48:32,2020-07-01T21:48:47,0.36,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-02,33.7,18.7,26.7,32,18.7,26,9.2,34.7,0,0,0,,0,0,43.2,26,255.9,1014.1,13.7,18.2,321.7,27.7,10,,2020-07-02T06:49:03,2020-07-02T21:48:37,0.4,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-03,32.7,16.3,24.4,30.9,16.3,23.8,8.5,39.1,0,0,0,,0,0,33.5,16.4,355.8,1018.3,1.2,17.5,336.7,29.1,9,,2020-07-03T06:49:35,2020-07-03T21:48:26,0.44,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-04,34.8,15.4,26.3,32.8,15.4,25.4,6.2,29.4,0,0,0,,0,0,22,9.7,15.7,1020.7,0.2,18.9,338.1,29.2,10,,2020-07-04T06:50:09,2020-07-04T21:48:13,0.47,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-05,37,19.5,28.8,35.4,19.5,27.9,7.7,27.6,0,0,0,,0,0,29.2,11.6,352.7,1019.6,1.3,18,331.3,28.6,9,,2020-07-05T06:50:44,2020-07-05T21:47:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-06,37.5,22.9,30.1,37,22.9,29.6,11.7,32.9,0,0,0,,0,0,27.7,15.6,15.4,1016.6,13.9,17.5,327.3,28.2,10,,2020-07-06T06:51:20,2020-07-06T21:47:40,0.54,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-07,39.2,20.9,30.2,38.3,20.9,29.3,9.4,28.9,0,0,0,,0,0,33.5,22.8,276.4,1015.1,8.7,17.9,327.3,28.1,9,,2020-07-07T06:51:57,2020-07-07T21:47:21,0.57,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-08,35.6,23.9,29,33.5,23.9,28.2,9.3,29.7,0.006,100,4.17,rain,0,0,50.4,35.7,97.4,1013.4,43.7,15.1,177.4,15.4,8,,2020-07-08T06:52:36,2020-07-08T21:47:00,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08224099999,C1784,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,08213099999,08223099999,08222099999"
madrid,2020-07-09,33.6,21.4,26.2,32.4,21.4,25.9,10.7,38.6,0.004,100,4.17,rain,0,0,48.2,25.8,59.2,1015.8,39,17.3,277.2,23.9,9,,2020-07-09T06:53:16,2020-07-09T21:46:37,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08223099999,08222099999"
madrid,2020-07-10,33.9,17.9,25.7,32.6,17.9,25.2,11.1,42,0,0,0,,0,0,23.4,12.8,48.5,1014.8,31.5,21.5,313.3,27.2,9,,2020-07-10T06:53:57,2020-07-10T21:46:11,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,08226099999,LETO,08213099999,08222099999,08223099999"
madrid,2020-07-11,35.7,21.3,28.5,34.5,21.3,28,12.4,38.9,0,0,0,,0,0,32,21.4,95.5,1015.1,14.2,17.9,306,26.4,9,,2020-07-11T06:54:39,2020-07-11T21:45:44,0.7,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-12,33.7,22.7,26.8,32.1,22.7,26.7,14.1,46.8,0.569,100,4.17,rain,0,0,41,20.7,91.6,1016,48.8,16.8,226.4,19.4,9,,2020-07-12T06:55:22,2020-07-12T21:45:15,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08224099999,LEMD,LEVS,D4212,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-13,34,19.5,27,33.1,19.5,26.5,12,41,0,0,0,,0,0,34.2,13.3,31.2,1018,13.9,18,312.5,27.1,9,,2020-07-13T06:56:06,2020-07-13T21:44:44,0.75,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-14,33.9,19.5,26.3,31.5,19.5,25.6,8.7,34.7,0,0,0,,0,0,33.1,19.1,41.1,1015.5,38.6,18,308.3,26.6,9,,2020-07-14T06:56:52,2020-07-14T21:44:11,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-15,33,18.3,25.5,31.3,18.3,24.9,9.2,37.2,0,0,0,,0,0,35.3,11.1,48.8,1016.6,8.1,17.5,317.8,27.4,9,,2020-07-15T06:57:38,2020-07-15T21:43:36,0.83,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-16,35.1,18.4,26.9,33.9,18.4,26.3,9.4,34.4,0,0,0,,0,0,34.9,17.6,37.7,1017.7,10.9,18.1,319.4,27.7,9,,2020-07-16T06:58:25,2020-07-16T21:42:59,0.86,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-17,36.4,21.1,28.3,34.3,21.1,27.3,7.6,28.6,0,0,0,,0,0,30.6,16.9,45.4,1015.6,21.4,18.1,321.2,27.7,9,,2020-07-17T06:59:13,2020-07-17T21:42:20,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-18,37.5,18.2,27.3,35.6,18.2,26.5,7.3,30.7,0,0,0,,0,0,29.5,16.1,25.5,1015.1,0.2,17.9,322.1,27.9,9,,2020-07-18T07:00:01,2020-07-18T21:41:40,0.93,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-19,38.1,18.6,28.3,37.2,18.6,27.8,8.4,29.6,0,0,0,,0,0,38.2,17.7,157.4,1014,4.5,17.6,311.7,27,9,,2020-07-19T07:00:51,2020-07-19T21:40:57,0.96,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-20,38.1,18.1,28.5,36.2,18.1,27.5,7.6,29.4,0,0,0,,0,0,32,17.7,216,1014.5,0.9,15.2,314.5,27,9,,2020-07-20T07:01:41,2020-07-20T21:40:13,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-21,34.6,23.5,29,34,23.5,28.5,12.3,37,0,0,0,,0,0,42.5,16.6,110.7,1016,30.5,16.8,230,19.8,8,,2020-07-21T07:02:32,2020-07-21T21:39:27,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-22,34.4,18.3,26.8,32.5,18.3,26,11.3,42.8,7.06,100,25,rain,0,0,24.8,11.9,49.7,1017.1,47.5,18.5,295.5,25.5,9,,2020-07-22T07:03:24,2020-07-22T21:38:39,0.06,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08213099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-23,36.7,19.6,28.8,35.3,19.6,28,10.1,33.2,0,0,0,,0,0,22.7,11.8,273.5,1016,17.8,17.5,311.7,27.1,9,,2020-07-23T07:04:16,2020-07-23T21:37:49,0.1,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-24,37.2,21.4,29.6,35.2,21.4,28.7,10,31.9,0,0,0,,0,0,24.1,15.2,312.3,1013.3,20.1,18.1,309.1,26.7,9,,2020-07-24T07:05:09,2020-07-24T21:36:58,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D4212,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-25,37.9,21.1,29.6,35.8,21.1,28.7,9.3,30.3,0,0,0,,0,0,33.1,19,276.9,1013.7,1,18,314.2,27,9,,2020-07-25T07:06:02,2020-07-25T21:36:05,0.17,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,C1784,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-26,39.4,20.2,30.1,37.4,20.2,28.9,7.3,25.9,0,0,0,,0,0,32.8,17.2,250.4,1013.9,2.3,18.6,314.1,27.1,9,,2020-07-26T07:06:56,2020-07-26T21:35:10,0.2,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D4212,D8661,08226099999,08219099999,08223099999,08222099999,08220099999,08215099999"
madrid,2020-07-27,39.8,23,31.4,38,23,30.4,9.2,26.9,0,0,0,,0,0,38.9,16.7,220.9,1014.2,8.5,17.9,303.2,26.2,9,,2020-07-27T07:07:50,2020-07-27T21:34:14,0.25,Clear,Clear conditions throughout the day.,clear-day,"08224099999,D8661,08219099999,08220099999,08215099999,08221099999,LEMD,LEVS,D4212,08226099999,LETO,08223099999,08222099999"
madrid,2020-07-28,36,24.2,31,34.3,24.2,30,11,29.9,0,0,0,,0,0,31.3,12.1,217.7,1013.7,30.4,16.7,253.3,21.8,9,,2020-07-28T07:08:45,2020-07-28T21:33:16,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-07-29,38.1,23.5,31.1,36,23.5,30.1,10.9,31.2,0,0,0,,0,0,33.5,13.5,78.4,1013.7,7,18.1,299.8,25.9,9,,2020-07-29T07:09:40,2020-07-29T21:32:16,0.31,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-07-30,39.2,23.9,31.7,37.3,23.9,30.7,11.4,31.1,0.1,100,8.33,rain,0,0,76,26.2,177.8,1013.2,23.1,17.3,272.6,23.5,8,,2020-07-30T07:10:35,2020-07-30T21:31:15,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,LETO,08219099999,08223099999,08222099999,08215099999"
madrid,2020-07-31,38.2,22,30.5,35.4,22,29.2,7.9,27.9,0,0,0,,0,0,39.2,20.1,241,1015.1,0.2,17.7,310.7,26.8,9,,2020-07-31T07:11:31,2020-07-31T21:30:12,0.38,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999,08220099999"
madrid,2020-08-01,38.4,21.4,30.4,35.5,21.4,28.9,4.6,22.2,0,0,0,,0,0,36.7,20.7,262.1,1015.9,4.1,17.6,313.1,26.9,9,,2020-08-01T07:12:27,2020-08-01T21:29:08,0.42,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-02,36.3,21.5,28.6,33.7,21.5,27.7,9.6,32.9,0,0,0,,0,0,46.4,19.1,312.1,1014.9,26,17.7,290.3,25.3,9,,2020-08-02T07:13:24,2020-08-02T21:28:02,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-03,32.7,19.6,26.1,30.7,19.6,25.4,8.4,34.5,0,0,0,,0,0,29.2,14.2,27.5,1014.7,56.7,18.6,304,26.2,9,,2020-08-03T07:14:21,2020-08-03T21:26:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2020-08-04,32.7,18.7,25.8,30.8,18.7,25.1,8.9,36.3,0,0,0,,0,0,27,14.1,26,1014.8,16.5,18.1,303,26.1,9,,2020-08-04T07:15:18,2020-08-04T21:25:47,0.52,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-05,35.9,20.4,28.2,33.7,20.4,27.4,9,32.1,0,0,0,,0,0,24.1,14.9,39,1012.6,3.3,18.6,300.2,26,9,,2020-08-05T07:16:15,2020-08-05T21:24:37,0.56,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08213099999,08223099999,08222099999,08215099999"
madrid,2020-08-06,37.7,23.8,30.2,36.3,23.8,29.6,11.7,34,0,0,0,,0,0,30.2,11.9,89.6,1013.8,11,17.4,273.3,23.6,9,,2020-08-06T07:17:12,2020-08-06T21:23:25,0.59,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08222099999,08223099999,08215099999"
madrid,2020-08-07,38.5,24.2,31.4,37.1,24.2,30.5,11.5,31.1,0,0,0,,0,0,36,13.6,154.6,1016.4,12.1,17.8,288.8,25,9,,2020-08-07T07:18:10,2020-08-07T21:22:13,0.62,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-08,36.3,24.1,30.2,34.4,24.1,29.2,10.3,30.1,0,0,0,,0,0,29.9,11.1,15.8,1018.3,37.9,17.9,181.5,15.7,6,,2020-08-08T07:19:07,2020-08-08T21:20:59,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-09,37.9,23.1,30.6,35.9,23.1,29.6,9.7,28.8,0,0,0,,0,0,41.8,18.4,253.5,1014.8,28.5,17.4,281.5,24.3,9,,2020-08-09T07:20:05,2020-08-09T21:19:43,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-10,32,23.1,27.6,30.5,23.1,27,10.9,36.1,1.063,100,16.67,rain,0,0,41.4,18.8,138.1,1012.3,67.2,14.7,131.8,11.5,6,,2020-08-10T07:21:03,2020-08-10T21:18:27,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,F7959,08223099999,08222099999,08215099999"
madrid,2020-08-11,25.6,16.7,20.9,25.6,16.7,20.9,15.1,71.8,32.933,100,66.67,rain,0,0,31.7,14,28.6,1014.3,67.6,15,52.7,4.5,3,,2020-08-11T07:22:01,2020-08-11T21:17:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08213099999,08222099999,08223099999,08215099999"
madrid,2020-08-12,27.8,14.6,20.8,27.4,14.6,20.8,13.5,67,0.002,100,4.17,rain,0,0,33.8,17.2,206.4,1015.1,20.9,16.6,295.4,25.7,9,,2020-08-12T07:22:59,2020-08-12T21:15:50,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08213099999,08223099999,08222099999,08215099999"
madrid,2020-08-13,30.5,16.7,23.7,29,16.7,23.3,11.8,50.7,0,0,0,,0,0,25.6,11.7,237.5,1015.7,9.1,17.4,295.5,25.5,9,,2020-08-13T07:23:57,2020-08-13T21:14:30,0.82,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,LETO,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-14,32.4,18.1,25.3,30.5,18.1,24.7,10.8,43.6,0,0,0,,0,0,31.3,13.7,214.6,1014.2,9.2,17.4,282.1,24.4,9,,2020-08-14T07:24:55,2020-08-14T21:13:09,0.85,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-15,29.1,17.1,23.7,27.4,17.1,23.3,5,32.4,0,0,0,,0,0,45.4,25.7,226.8,1013.5,0.8,17.9,302.2,26.2,9,,2020-08-15T07:25:54,2020-08-15T21:11:47,0.88,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-16,28.1,14.8,22.1,27,14.8,21.9,6.9,39,0,0,0,,0,0,29.5,16,265.2,1014.5,3.2,17.8,264.1,22.8,9,,2020-08-16T07:26:52,2020-08-16T21:10:24,0.91,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-17,28.2,15.4,22.4,27.2,15.4,22.2,9.3,45.4,0,0,0,,0,0,36,20.1,238,1015.3,22.6,18.3,215.3,18.7,6,,2020-08-17T07:27:50,2020-08-17T21:09:00,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-18,30.6,18.3,24.6,29.4,18.3,24.3,12.6,49.2,0,0,0,,0,0,29.2,12.1,235.9,1015,60.5,18,176.7,15.4,5,,2020-08-18T07:28:48,2020-08-18T21:07:34,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-19,32.8,17.9,25.9,30.8,17.9,25.1,9.6,40.8,0,0,0,,0,0,44.6,20.9,232.2,1011.4,9.3,18.4,187,16.2,5,,2020-08-19T07:29:46,2020-08-19T21:06:08,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-20,34.5,17,25.9,32,17,25,2.9,24.5,0,0,0,,0,0,42.1,18,210.1,1009.9,23,17.4,183.5,15.9,5,,2020-08-20T07:30:45,2020-08-20T21:04:41,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-21,32,20.1,26,31.2,20.1,25.9,13,46.1,0,0,0,,0,0,48.2,22.3,230.4,1014.4,25,17.9,187.2,16.2,5,,2020-08-21T07:31:43,2020-08-21T21:03:13,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-22,33.2,19.2,26.2,31,19.2,25.4,10.2,41.3,0,0,0,,0,0,24.5,13.7,296.2,1019.9,7.7,19,188,16.3,5,,2020-08-22T07:32:41,2020-08-22T21:01:44,0.12,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-23,32.9,19,26.3,30.6,19,25.4,5.8,29.4,0,0,0,,0,0,31.7,14.3,17.5,1019.5,4.8,18.1,188.1,16.2,5,,2020-08-23T07:33:39,2020-08-23T21:00:15,0.15,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-24,33.7,19.7,26.7,32.1,19.7,26.2,10.1,36.6,0,0,0,,0,0,29.9,16.5,22.6,1016.4,23.5,17.8,183,16.1,5,,2020-08-24T07:34:37,2020-08-24T20:58:44,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-25,36,20.1,27.9,33.8,20.1,27.2,9.2,33.3,0,0,0,,0,0,29.2,13.7,296.5,1015.5,2.7,17.5,181.4,15.8,5,,2020-08-25T07:35:35,2020-08-25T20:57:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-26,36.8,20.1,28.5,34.4,20.1,27.4,7.1,28,0,0,0,,0,0,34.9,13.1,257.1,1017.5,0,16.6,179,15.5,5,,2020-08-26T07:36:33,2020-08-26T20:55:41,0.26,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-27,37.1,20.4,29,34.8,20.4,27.9,7.5,27.9,0,0,0,,0,0,27.7,13,279.1,1016.4,1.6,17.7,178.5,15.5,5,,2020-08-27T07:37:31,2020-08-27T20:54:08,0.29,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-28,32.4,21.7,27,30.6,21.7,26.3,8,31.7,0,0,0,,0,0,40.7,20.8,293.8,1008.6,19.7,17.6,175.5,15.2,5,,2020-08-28T07:38:29,2020-08-28T20:52:35,0.33,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-29,23.2,14.9,19.4,23.2,14.9,19.4,5,40.1,0,0,0,,0,0,39.9,23,357.6,1008.5,44.1,18.9,177.3,15.2,5,,2020-08-29T07:39:27,2020-08-29T20:51:01,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,LEMD,LEVS,D8661,08226099999,08219099999,08223099999,08222099999,08215099999"
madrid,2020-08-30,23.8,11.2,17.4,23.8,11.2,17.4,3.1,40.5,0,0,0,,0,0,34.9,18.7,20.8,1015.3,16.7,18.2,164.8,14.2,5,,2020-08-30T07:40:25,2020-08-30T20:49:26,0.4,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,08219099999,08213099999,08223099999,08222099999,08215099999"
madrid,2020-08-31,25.3,11.1,18.5,25.3,11.1,18.5,3,38.8,0,0,0,,0,0,23.4,14.4,14.5,1019.1,30.2,18.4,173.1,15.1,5,,2020-08-31T07:41:23,2020-08-31T20:47:51,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08221099999,08224099999,LEMD,D8661,LEVS,08226099999,08219099999,08213099999,08223099999,08222099999,08215099999"
